start,target,elapsed_task_time,method,game_mode,D,W,ID
"(1, 5)","(1, 7)",18.151281356811523,hotcorner,memory,816.65,200.0,2.35
"(3, 3)","(1, 7)",6.644280672073364,hotcorner,memory,1011.57,200.0,2.6
"(1, 3)","(1, 7)",3.2498667240142822,hotcorner,memory,1199.16,200.0,2.81
"(3, 5)","(1, 7)",21.17586588859558,hotcorner,memory,502.19,200.0,1.81
"(2, 3)","(1, 7)",9.5006685256958,hotcorner,memory,1071.3,200.0,2.67
"(2, 4)","(1, 7)",2.1458327770233154,hotcorner,memory,834.63,200.0,2.37
"(1, 4)","(1, 7)",9.21955394744873,hotcorner,memory,993.43,200.0,2.58
"(2, 3)","(1, 7)",2.3125782012939453,hotcorner,memory,1071.3,200.0,2.67
"(2, 3)","(1, 7)",6.83142614364624,hotcorner,memory,1071.3,200.0,2.67
"(1, 3)","(1, 7)",3.979459047317505,hotcorner,memory,1199.16,200.0,2.81
"(3, 3)","(1, 7)",16.355668306350708,hotcorner,memory,1011.57,200.0,2.6
"(2, 3)","(1, 7)",2.632795572280884,hotcorner,memory,1071.3,200.0,2.67
"(1, 5)","(1, 7)",12.670881748199465,hotcorner,memory,816.65,200.0,2.35
"(1, 3)","(1, 7)",5.284014940261841,hotcorner,memory,1199.16,200.0,2.81
"(3, 3)","(1, 7)",5.804275751113892,hotcorner,memory,1011.57,200.0,2.6
"(1, 3)","(1, 7)",3.034329414367676,hotcorner,memory,1199.16,200.0,2.81
"(1, 3)","(1, 7)",1.8097684383392327,hotcorner,memory,1199.16,200.0,2.81
"(1, 3)","(1, 7)",6.709992408752441,hotcorner,memory,1199.16,200.0,2.81
"(2, 3)","(1, 7)",4.8449296951293945,hotcorner,memory,1071.3,200.0,2.67
"(2, 5)","(1, 7)",27.36363983154297,hotcorner,memory,613.68,200.0,2.02
"(2, 5)","(1, 7)",8.967101335525513,hotcorner,memory,613.68,200.0,2.02
"(3, 3)","(1, 7)",6.078418016433716,hotcorner,memory,1011.57,200.0,2.6
"(1, 3)","(1, 7)",2.8106143474578857,hotcorner,memory,1199.16,200.0,2.81
"(1, 5)","(1, 7)",3.832712173461914,hotcorner,memory,816.65,200.0,2.35
"(2, 5)","(1, 7)",7.825668573379517,hotcorner,memory,613.68,200.0,2.02
"(1, 4)","(1, 7)",9.405985593795776,hotcorner,memory,993.43,200.0,2.58
"(1, 5)","(1, 7)",6.647726535797119,hotcorner,memory,816.65,200.0,2.35
"(2, 3)","(1, 7)",12.285509586334229,hotcorner,memory,1071.3,200.0,2.67
"(1, 4)","(1, 7)",3.576943874359131,hotcorner,memory,993.43,200.0,2.58
"(2, 3)","(1, 7)",3.679163694381714,hotcorner,chase,1071.3,200.0,2.67
"(2, 4)","(1, 7)",5.074680805206299,hotcorner,chase,834.63,200.0,2.37
"(1, 4)","(1, 7)",11.5226788520813,hotcorner,chase,993.43,200.0,2.58
"(1, 3)","(1, 7)",1.833655834197998,hotcorner,chase,1199.16,200.0,2.81
"(1, 5)","(1, 7)",4.165497779846191,hotcorner,chase,816.65,200.0,2.35
"(3, 3)","(1, 7)",9.4581298828125,hotcorner,chase,1011.57,200.0,2.6
"(2, 3)","(1, 7)",3.9559073448181152,hotcorner,chase,1071.3,200.0,2.67
"(3, 5)","(1, 7)",6.259775876998901,hotcorner,chase,502.19,200.0,1.81
"(2, 4)","(1, 7)",8.91269564628601,hotcorner,chase,834.63,200.0,2.37
"(2, 5)","(1, 7)",14.2344651222229,hotcorner,chase,613.68,200.0,2.02
"(3, 4)","(1, 7)",32.22865390777588,hotcorner,chase,756.43,200.0,2.26
"(1, 4)","(1, 7)",3.4093000888824463,hotcorner,chase,993.43,200.0,2.58
"(1, 3)","(1, 7)",3.366450309753418,hotcorner,chase,1199.16,200.0,2.81
"(1, 5)","(1, 7)",1.7166612148284912,hotcorner,chase,816.65,200.0,2.35
"(3, 3)","(1, 7)",2.575390577316284,hotcorner,chase,1011.57,200.0,2.6
"(2, 3)","(1, 7)",11.448137521743774,hotcorner,chase,1071.3,200.0,2.67
"(3, 5)","(1, 7)",5.020745754241943,hotcorner,chase,502.19,200.0,1.81
"(2, 4)","(1, 7)",6.426411151885986,hotcorner,chase,834.63,200.0,2.37
"(3, 4)","(1, 7)",9.877030611038208,hotcorner,chase,756.43,200.0,2.26
"(1, 4)","(1, 7)",2.8636739253997803,hotcorner,chase,993.43,200.0,2.58
"(1, 3)","(1, 7)",1.582120418548584,hotcorner,chase,1199.16,200.0,2.81
"(1, 5)","(1, 7)",1.4389245510101318,hotcorner,chase,816.65,200.0,2.35
"(2, 3)","(1, 7)",11.312598466873167,hotcorner,chase,1071.3,200.0,2.67
"(3, 5)","(1, 7)",10.455692529678345,hotcorner,chase,502.19,200.0,1.81
"(2, 4)","(1, 7)",12.427227020263672,hotcorner,chase,834.63,200.0,2.37
"(3, 4)","(1, 7)",5.448976755142212,hotcorner,chase,756.43,200.0,2.26
"(1, 4)","(1, 7)",1.814345359802246,hotcorner,chase,993.43,200.0,2.58
"(1, 3)","(1, 7)",1.2632241249084473,hotcorner,chase,1199.16,200.0,2.81
"(1, 5)","(1, 7)",2.432252883911133,hotcorner,chase,816.65,200.0,2.35
"(3, 3)","(1, 7)",30.019283056259155,hotcorner,chase,1011.57,200.0,2.6
"(3, 3)","(3, 4)",17.441943883895874,head_turn,memory,256.0,255.0,1.0
"(3, 4)","(1, 3)",9.452111959457396,head_turn,memory,630.33,281.67,1.7
"(1, 3)","(1, 5)",5.722685098648071,head_turn,memory,512.0,255.0,1.59
"(1, 5)","(3, 3)",5.167838335037232,head_turn,memory,770.66,271.94,1.94
"(3, 3)","(1, 4)",3.262174129486084,head_turn,memory,630.33,281.67,1.7
"(1, 4)","(1, 3)",8.877216815948486,head_turn,memory,256.0,255.0,1.0
"(1, 3)","(2, 5)",8.711526155471802,head_turn,memory,587.44,261.89,1.7
"(2, 5)","(2, 3)",3.912966966629028,head_turn,memory,512.0,255.0,1.59
"(2, 3)","(2, 4)",3.014779090881348,head_turn,memory,256.0,255.0,1.0
"(2, 4)","(3, 4)",7.047131776809692,head_turn,memory,288.0,288.0,1.0
"(3, 4)","(1, 3)",8.0072922706604,head_turn,memory,630.33,281.67,1.7
"(1, 3)","(2, 5)",5.096038579940796,head_turn,memory,587.44,261.89,1.7
"(2, 5)","(1, 5)",2.521734952926636,head_turn,memory,288.0,288.0,1.0
"(1, 5)","(3, 3)",2.5501155853271484,head_turn,memory,770.66,271.94,1.94
"(3, 3)","(1, 3)",3.988649606704712,head_turn,memory,576.0,288.0,1.58
"(1, 3)","(2, 5)",2.387190580368042,head_turn,memory,587.44,261.89,1.7
"(2, 5)","(3, 4)",12.13670253753662,head_turn,memory,385.33,271.94,1.27
"(3, 4)","(3, 5)",8.154102325439453,head_turn,memory,256.0,255.0,1.0
"(3, 5)","(1, 4)",4.138407230377197,head_turn,memory,630.33,281.67,1.7
"(1, 4)","(2, 4)",5.38131308555603,head_turn,memory,288.0,288.0,1.0
"(2, 4)","(1, 5)",3.834779739379883,head_turn,memory,385.33,271.94,1.27
"(1, 5)","(3, 5)",14.97670292854309,head_turn,memory,576.0,288.0,1.58
"(3, 5)","(2, 5)",2.7553980350494385,head_turn,memory,288.0,288.0,1.0
"(2, 5)","(3, 5)",4.559363126754761,head_turn,memory,288.0,288.0,1.0
"(3, 5)","(3, 4)",3.5154168605804443,head_turn,memory,256.0,255.0,1.0
"(3, 4)","(1, 4)",5.0211501121521,head_turn,memory,576.0,288.0,1.58
"(1, 4)","(2, 3)",24.550955772399902,head_turn,chase,385.33,271.94,1.27
"(2, 3)","(3, 5)",5.075191020965576,head_turn,chase,587.44,261.89,1.7
"(3, 5)","(2, 5)",10.579880237579346,head_turn,chase,288.0,288.0,1.0
"(2, 5)","(3, 4)",9.710521936416626,head_turn,chase,385.33,271.94,1.27
"(3, 4)","(1, 4)",3.780452489852905,head_turn,chase,576.0,288.0,1.58
"(1, 4)","(1, 3)",1.3666002750396729,head_turn,chase,256.0,255.0,1.0
"(1, 3)","(1, 5)",6.2721943855285645,head_turn,chase,512.0,255.0,1.59
"(1, 5)","(3, 3)",3.936586618423462,head_turn,chase,770.66,271.94,1.94
"(3, 3)","(2, 3)",1.3385591506958008,head_turn,chase,288.0,288.0,1.0
"(2, 3)","(3, 5)",6.281524896621704,head_turn,chase,587.44,261.89,1.7
"(3, 5)","(2, 4)",5.566154956817627,head_turn,chase,385.33,271.94,1.27
"(2, 4)","(2, 5)",4.660512924194336,head_turn,chase,256.0,255.0,1.0
"(2, 5)","(3, 4)",6.108019590377808,head_turn,chase,385.33,271.94,1.27
"(3, 4)","(1, 4)",3.05506443977356,head_turn,chase,576.0,288.0,1.58
"(1, 4)","(1, 3)",1.9652621746063232,head_turn,chase,256.0,255.0,1.0
"(1, 3)","(1, 5)",2.358996152877808,head_turn,chase,512.0,255.0,1.59
"(1, 5)","(3, 3)",3.659841537475586,head_turn,chase,770.66,271.94,1.94
"(3, 3)","(2, 3)",1.6880784034729004,head_turn,chase,288.0,288.0,1.0
"(2, 3)","(1, 4)",2.288970232009888,head_turn,chase,385.33,271.94,1.27
"(1, 4)","(1, 3)",1.348238468170166,head_turn,chase,256.0,255.0,1.0
"(1, 3)","(1, 5)",4.092158555984497,head_turn,chase,512.0,255.0,1.59
"(1, 5)","(3, 3)",4.173620700836182,head_turn,chase,770.66,271.94,1.94
"(3, 3)","(2, 3)",8.512731075286865,head_turn,chase,288.0,288.0,1.0
"(2, 3)","(3, 5)",3.0693676471710205,head_turn,chase,587.44,261.89,1.7
"(3, 5)","(2, 4)",1.9943692684173584,head_turn,chase,385.33,271.94,1.27
"(2, 4)","(2, 5)",2.4830594062805176,head_turn,chase,256.0,255.0,1.0
"(2, 5)","(3, 4)",5.286987781524658,head_turn,chase,385.33,271.94,1.27
"(3, 4)","(1, 4)",7.093315124511719,head_turn,chase,576.0,288.0,1.58
"(1, 4)","(1, 3)",1.7193443775177002,head_turn,chase,256.0,255.0,1.0
"(1, 3)","(1, 5)",2.643854141235352,head_turn,chase,512.0,255.0,1.59
"(1, 5)","(3, 3)",3.113428831100464,head_turn,chase,770.66,271.94,1.94
"(1, 4)","(1, 7)",2.5339999198913574,hotcorner,memory,993.43,200.0,2.58
"(2, 4)","(1, 7)",2.9665873050689697,hotcorner,memory,834.63,200.0,2.37
"(3, 3)","(1, 7)",4.386621475219727,hotcorner,memory,1011.57,200.0,2.6
"(2, 5)","(1, 7)",3.66587233543396,hotcorner,memory,613.68,200.0,2.02
"(2, 3)","(1, 7)",4.351041555404663,hotcorner,memory,1071.3,200.0,2.67
"(1, 3)","(1, 7)",2.381196975708008,hotcorner,memory,1199.16,200.0,2.81
"(2, 4)","(1, 7)",2.816100597381592,hotcorner,memory,834.63,200.0,2.37
"(3, 5)","(1, 7)",8.621686935424805,hotcorner,memory,502.19,200.0,1.81
"(1, 3)","(1, 7)",4.588144302368164,hotcorner,memory,1199.16,200.0,2.81
"(1, 3)","(1, 7)",3.315124034881592,hotcorner,memory,1199.16,200.0,2.81
"(1, 4)","(1, 7)",3.1138386726379395,hotcorner,memory,993.43,200.0,2.58
"(2, 4)","(1, 7)",2.549848794937134,hotcorner,memory,834.63,200.0,2.37
"(1, 5)","(1, 7)",3.5995798110961914,hotcorner,memory,816.65,200.0,2.35
"(1, 5)","(1, 7)",3.427419424057007,hotcorner,memory,816.65,200.0,2.35
"(3, 5)","(1, 7)",4.782542705535889,hotcorner,memory,502.19,200.0,1.81
"(3, 5)","(1, 7)",7.274489641189575,hotcorner,memory,502.19,200.0,1.81
"(3, 4)","(1, 7)",2.66199803352356,hotcorner,memory,756.43,200.0,2.26
"(2, 5)","(1, 7)",4.099893569946289,hotcorner,memory,613.68,200.0,2.02
"(1, 3)","(1, 7)",2.947922706604004,hotcorner,memory,1199.16,200.0,2.81
"(2, 3)","(1, 7)",3.272225856781006,hotcorner,memory,1071.3,200.0,2.67
"(3, 3)","(1, 7)",3.3588109016418457,hotcorner,memory,1011.57,200.0,2.6
"(1, 4)","(1, 7)",1.7875847816467283,hotcorner,memory,993.43,200.0,2.58
"(3, 5)","(1, 7)",2.9779906272888184,hotcorner,memory,502.19,200.0,1.81
"(3, 3)","(1, 7)",1.9119622707366943,hotcorner,memory,1011.57,200.0,2.6
"(2, 4)","(1, 7)",8.608122110366821,hotcorner,memory,834.63,200.0,2.37
"(3, 4)","(1, 7)",3.186725616455078,hotcorner,memory,756.43,200.0,2.26
"(1, 4)","(1, 7)",3.890633344650269,hotcorner,memory,993.43,200.0,2.58
"(2, 4)","(1, 7)",1.4361751079559326,hotcorner,memory,834.63,200.0,2.37
"(1, 5)","(1, 7)",4.529810905456543,hotcorner,memory,816.65,200.0,2.35
"(2, 3)","(1, 7)",1.9104671478271484,hotcorner,memory,1071.3,200.0,2.67
"(2, 3)","(1, 7)",4.414868354797363,hotcorner,memory,1071.3,200.0,2.67
"(1, 4)","(1, 7)",3.632768392562866,hotcorner,memory,993.43,200.0,2.58
"(1, 5)","(1, 7)",3.0498175621032715,hotcorner,chase,816.65,200.0,2.35
"(2, 4)","(1, 7)",3.756210803985596,hotcorner,chase,834.63,200.0,2.37
"(3, 5)","(1, 7)",2.1676101684570312,hotcorner,chase,502.19,200.0,1.81
"(2, 5)","(1, 7)",2.3773014545440674,hotcorner,chase,613.68,200.0,2.02
"(3, 3)","(1, 7)",10.73419713973999,hotcorner,chase,1011.57,200.0,2.6
"(2, 3)","(1, 7)",11.003239631652832,hotcorner,chase,1071.3,200.0,2.67
"(1, 3)","(1, 7)",1.5172135829925537,hotcorner,chase,1199.16,200.0,2.81
"(3, 4)","(1, 7)",4.737066745758057,hotcorner,chase,756.43,200.0,2.26
"(1, 4)","(1, 7)",1.6185786724090576,hotcorner,chase,993.43,200.0,2.58
"(1, 5)","(1, 7)",4.52567458152771,hotcorner,chase,816.65,200.0,2.35
"(2, 4)","(1, 7)",4.925908088684082,hotcorner,chase,834.63,200.0,2.37
"(3, 5)","(1, 7)",5.522362232208252,hotcorner,chase,502.19,200.0,1.81
"(2, 5)","(1, 7)",6.540225982666016,hotcorner,chase,613.68,200.0,2.02
"(3, 3)","(1, 7)",1.6299314498901367,hotcorner,chase,1011.57,200.0,2.6
"(2, 3)","(1, 7)",1.45623517036438,hotcorner,chase,1071.3,200.0,2.67
"(1, 3)","(1, 7)",1.3394365310668943,hotcorner,chase,1199.16,200.0,2.81
"(3, 4)","(1, 7)",1.2987663745880127,hotcorner,chase,756.43,200.0,2.26
"(1, 4)","(1, 7)",1.3142342567443848,hotcorner,chase,993.43,200.0,2.58
"(1, 5)","(1, 7)",2.482678174972534,hotcorner,chase,816.65,200.0,2.35
"(2, 4)","(1, 7)",1.5493595600128174,hotcorner,chase,834.63,200.0,2.37
"(3, 5)","(1, 7)",4.689220666885376,hotcorner,chase,502.19,200.0,1.81
"(2, 5)","(1, 7)",1.226893663406372,hotcorner,chase,613.68,200.0,2.02
"(3, 3)","(1, 7)",1.2320866584777832,hotcorner,chase,1011.57,200.0,2.6
"(2, 3)","(1, 7)",1.2292320728302002,hotcorner,chase,1071.3,200.0,2.67
"(1, 4)","(1, 7)",2.6043429374694824,hotcorner,chase,993.43,200.0,2.58
"(1, 4)","(1, 7)",1.3448154926300049,hotcorner,chase,993.43,200.0,2.58
"(2, 4)","(1, 7)",5.904398202896118,hotcorner,chase,834.63,200.0,2.37
"(3, 5)","(1, 7)",10.320589780807495,hotcorner,chase,502.19,200.0,1.81
"(3, 3)","(1, 7)",4.9642109870910645,hotcorner,chase,1011.57,200.0,2.6
"(2, 3)","(1, 7)",1.2808003425598145,hotcorner,chase,1071.3,200.0,2.67
"(1, 3)","(1, 7)",1.1317105293273926,hotcorner,chase,1199.16,200.0,2.81
"(3, 4)","(1, 7)",1.3805994987487793,hotcorner,chase,756.43,200.0,2.26
"(1, 4)","(1, 7)",1.1317269802093506,hotcorner,chase,993.43,200.0,2.58
"(1, 4)","(1, 3)",8.8392493724823,head_turn,memory,256.0,255.0,1.0
"(1, 3)","(2, 3)",2.6613986492156982,head_turn,memory,288.0,288.0,1.0
"(2, 3)","(3, 5)",4.340157747268677,head_turn,memory,587.44,261.89,1.7
"(3, 5)","(1, 4)",2.446737051010132,head_turn,memory,630.33,281.67,1.7
"(1, 4)","(2, 4)",3.7654974460601807,head_turn,memory,288.0,288.0,1.0
"(2, 4)","(1, 3)",3.2142763137817383,head_turn,memory,385.33,271.94,1.27
"(1, 3)","(3, 5)",5.132951498031616,head_turn,memory,770.66,271.94,1.94
"(3, 5)","(2, 3)",2.8285531997680664,head_turn,memory,587.44,261.89,1.7
"(2, 3)","(3, 4)",2.2088823318481445,head_turn,memory,385.33,271.94,1.27
"(3, 4)","(3, 5)",5.19662880897522,head_turn,memory,256.0,255.0,1.0
"(3, 5)","(1, 4)",2.73321533203125,head_turn,memory,630.33,281.67,1.7
"(1, 4)","(2, 4)",2.06005597114563,head_turn,memory,288.0,288.0,1.0
"(2, 4)","(2, 3)",4.849079132080078,head_turn,memory,256.0,255.0,1.0
"(2, 3)","(1, 5)",2.712586641311645,head_turn,memory,587.44,261.89,1.7
"(1, 5)","(3, 4)",2.8799023628234863,head_turn,memory,630.33,281.67,1.7
"(3, 4)","(2, 4)",2.824248552322388,head_turn,memory,288.0,288.0,1.0
"(2, 4)","(1, 3)",3.479375123977661,head_turn,memory,385.33,271.94,1.27
"(1, 3)","(3, 3)",2.361910343170166,head_turn,memory,576.0,288.0,1.58
"(3, 3)","(3, 4)",3.9068922996521,head_turn,memory,256.0,255.0,1.0
"(3, 4)","(2, 3)",3.262501716613769,head_turn,memory,385.33,271.94,1.27
"(2, 3)","(3, 3)",2.6491990089416504,head_turn,memory,288.0,288.0,1.0
"(3, 3)","(2, 3)",1.9277777671813965,head_turn,memory,288.0,288.0,1.0
"(2, 3)","(3, 5)",4.476086854934692,head_turn,memory,587.44,261.89,1.7
"(3, 5)","(3, 3)",3.846388339996338,head_turn,memory,512.0,255.0,1.59
"(3, 3)","(3, 5)",3.0644664764404297,head_turn,memory,512.0,255.0,1.59
"(3, 5)","(1, 3)",3.465409994125366,head_turn,memory,770.66,271.94,1.94
"(1, 3)","(1, 5)",4.675639629364014,head_turn,memory,512.0,255.0,1.59
"(1, 5)","(2, 4)",3.0352253913879395,head_turn,chase,385.33,271.94,1.27
"(2, 4)","(3, 5)",2.375572919845581,head_turn,chase,385.33,271.94,1.27
"(3, 5)","(2, 5)",1.7292284965515137,head_turn,chase,288.0,288.0,1.0
"(2, 5)","(3, 3)",1.6265172958374023,head_turn,chase,587.44,261.89,1.7
"(3, 3)","(2, 3)",2.1466426849365234,head_turn,chase,288.0,288.0,1.0
"(2, 3)","(1, 3)",1.927098274230957,head_turn,chase,288.0,288.0,1.0
"(1, 3)","(3, 4)",1.95923376083374,head_turn,chase,630.33,281.67,1.7
"(3, 4)","(1, 4)",1.5570969581604004,head_turn,chase,576.0,288.0,1.58
"(1, 4)","(1, 5)",3.4364187717437744,head_turn,chase,256.0,255.0,1.0
"(1, 5)","(2, 4)",1.552117109298706,head_turn,chase,385.33,271.94,1.27
"(2, 4)","(3, 5)",2.3664138317108154,head_turn,chase,385.33,271.94,1.27
"(3, 5)","(2, 5)",1.5963807106018066,head_turn,chase,288.0,288.0,1.0
"(2, 5)","(3, 3)",1.6635026931762695,head_turn,chase,587.44,261.89,1.7
"(3, 3)","(2, 3)",1.4813737869262695,head_turn,chase,288.0,288.0,1.0
"(2, 3)","(1, 3)",15.256096601486206,head_turn,chase,288.0,288.0,1.0
"(1, 3)","(1, 4)",2.1396737098693848,head_turn,chase,256.0,255.0,1.0
"(1, 4)","(1, 5)",1.5864064693450928,head_turn,chase,256.0,255.0,1.0
"(1, 5)","(2, 4)",3.9236671924591056,head_turn,chase,385.33,271.94,1.27
"(2, 4)","(3, 5)",1.5334768295288086,head_turn,chase,385.33,271.94,1.27
"(3, 5)","(2, 5)",2.538203001022339,head_turn,chase,288.0,288.0,1.0
"(2, 5)","(3, 3)",1.5195679664611816,head_turn,chase,587.44,261.89,1.7
"(3, 3)","(2, 3)",1.3402669429779053,head_turn,chase,288.0,288.0,1.0
"(2, 3)","(1, 3)",2.145576000213623,head_turn,chase,288.0,288.0,1.0
"(1, 3)","(3, 4)",2.662659406661988,head_turn,chase,630.33,281.67,1.7
"(3, 4)","(1, 4)",2.6406428813934326,head_turn,chase,576.0,288.0,1.58
"(1, 4)","(1, 5)",1.957155704498291,head_turn,chase,256.0,255.0,1.0
"(1, 5)","(2, 4)",1.630969762802124,head_turn,chase,385.33,271.94,1.27
"(2, 4)","(3, 5)",3.9366648197174072,head_turn,chase,385.33,271.94,1.27
"(3, 5)","(2, 5)",2.125727415084839,head_turn,chase,288.0,288.0,1.0
"(2, 5)","(3, 3)",10.045273065567017,head_turn,chase,587.44,261.89,1.7
"(3, 3)","(2, 3)",2.0797131061553955,head_turn,chase,288.0,288.0,1.0
"(2, 3)","(1, 3)",5.955170154571533,head_turn,chase,288.0,288.0,1.0
"(1, 3)","(3, 4)",1.7004210948944092,head_turn,chase,630.33,281.67,1.7
"(3, 4)","(1, 4)",2.18862247467041,head_turn,chase,576.0,288.0,1.58
"(1, 4)","(2, 3)",12.73029112815857,blink,memory,385.33,271.94,1.27
"(2, 3)","(1, 4)",4.378897428512573,blink,memory,385.33,271.94,1.27
"(1, 4)","(2, 5)",9.808992385864258,blink,memory,385.33,271.94,1.27
"(2, 5)","(1, 3)",4.8078930377960205,blink,memory,587.44,261.89,1.7
"(1, 3)","(1, 5)",3.4007129669189453,blink,memory,512.0,255.0,1.59
"(1, 5)","(3, 4)",5.05505108833313,blink,memory,630.33,281.67,1.7
"(3, 4)","(2, 3)",17.848567962646484,blink,memory,385.33,271.94,1.27
"(2, 3)","(3, 5)",5.524146318435669,blink,memory,587.44,261.89,1.7
"(3, 5)","(3, 4)",5.112345933914185,blink,memory,256.0,255.0,1.0
"(3, 4)","(2, 4)",4.694382429122925,blink,memory,288.0,288.0,1.0
"(2, 4)","(1, 5)",2.608330488204956,blink,memory,385.33,271.94,1.27
"(1, 5)","(3, 5)",3.818051815032959,blink,memory,576.0,288.0,1.58
"(3, 5)","(3, 4)",7.191305637359619,blink,memory,256.0,255.0,1.0
"(3, 4)","(3, 3)",6.238327026367188,blink,memory,256.0,255.0,1.0
"(3, 3)","(2, 3)",2.141963005065918,blink,memory,288.0,288.0,1.0
"(2, 3)","(3, 4)",3.7846813201904297,blink,memory,385.33,271.94,1.27
"(3, 4)","(3, 3)",4.276004791259766,blink,memory,256.0,255.0,1.0
"(3, 3)","(2, 4)",4.020873785018921,blink,memory,385.33,271.94,1.27
"(2, 4)","(3, 4)",6.010586738586426,blink,memory,288.0,288.0,1.0
"(3, 4)","(3, 3)",3.843171358108521,blink,memory,256.0,255.0,1.0
"(3, 3)","(2, 4)",4.901228904724121,blink,memory,385.33,271.94,1.27
"(2, 4)","(1, 3)",2.7415339946746826,blink,memory,385.33,271.94,1.27
"(1, 3)","(2, 5)",2.743006944656372,blink,memory,587.44,261.89,1.7
"(2, 5)","(1, 4)",3.3098180294036865,blink,memory,385.33,271.94,1.27
"(1, 4)","(2, 5)",2.962963342666626,blink,memory,385.33,271.94,1.27
"(2, 5)","(2, 3)",4.165782928466797,blink,memory,512.0,255.0,1.59
"(2, 3)","(3, 3)",2.439780712127685,blink,memory,288.0,288.0,1.0
"(3, 3)","(2, 4)",3.970306873321533,blink,memory,385.33,271.94,1.27
"(2, 4)","(1, 5)",2.2345120906829834,blink,memory,385.33,271.94,1.27
"(1, 5)","(3, 3)",4.910622835159302,blink,memory,770.66,271.94,1.94
"(3, 3)","(1, 5)",3.4839296340942383,blink,memory,770.66,271.94,1.94
"(1, 5)","(2, 4)",2.982790470123291,blink,chase,385.33,271.94,1.27
"(2, 4)","(3, 5)",2.546842575073242,blink,chase,385.33,271.94,1.27
"(3, 5)","(2, 5)",1.5605182647705078,blink,chase,288.0,288.0,1.0
"(2, 5)","(3, 3)",1.632976531982422,blink,chase,587.44,261.89,1.7
"(3, 3)","(2, 3)",2.1108715534210205,blink,chase,288.0,288.0,1.0
"(2, 3)","(1, 3)",1.721379041671753,blink,chase,288.0,288.0,1.0
"(1, 3)","(3, 4)",1.698314189910889,blink,chase,630.33,281.67,1.7
"(3, 4)","(1, 4)",1.753119945526123,blink,chase,576.0,288.0,1.58
"(1, 4)","(1, 5)",1.828815460205078,blink,chase,256.0,255.0,1.0
"(1, 5)","(2, 4)",1.8318612575531008,blink,chase,385.33,271.94,1.27
"(2, 4)","(3, 5)",2.9145517349243164,blink,chase,385.33,271.94,1.27
"(3, 5)","(2, 5)",1.8492107391357424,blink,chase,288.0,288.0,1.0
"(2, 5)","(3, 3)",2.007988452911377,blink,chase,587.44,261.89,1.7
"(3, 3)","(2, 3)",1.2168292999267578,blink,chase,288.0,288.0,1.0
"(2, 3)","(1, 3)",1.2259323596954346,blink,chase,288.0,288.0,1.0
"(1, 3)","(3, 4)",1.6094820499420166,blink,chase,630.33,281.67,1.7
"(3, 4)","(1, 4)",1.688410997390747,blink,chase,576.0,288.0,1.58
"(1, 4)","(1, 5)",1.5697627067565918,blink,chase,256.0,255.0,1.0
"(1, 5)","(2, 4)",1.4062480926513672,blink,chase,385.33,271.94,1.27
"(2, 4)","(3, 5)",2.4466328620910645,blink,chase,385.33,271.94,1.27
"(3, 5)","(2, 5)",2.461615800857544,blink,chase,288.0,288.0,1.0
"(2, 5)","(3, 3)",1.7795615196228027,blink,chase,587.44,261.89,1.7
"(3, 3)","(2, 3)",1.4854071140289309,blink,chase,288.0,288.0,1.0
"(2, 3)","(1, 3)",1.6075022220611572,blink,chase,288.0,288.0,1.0
"(1, 3)","(3, 4)",1.632711410522461,blink,chase,630.33,281.67,1.7
"(3, 4)","(1, 4)",1.6059095859527588,blink,chase,576.0,288.0,1.58
"(1, 4)","(1, 5)",1.5581612586975098,blink,chase,256.0,255.0,1.0
"(1, 5)","(2, 4)",1.785996913909912,blink,chase,385.33,271.94,1.27
"(2, 4)","(3, 5)",1.7441096305847168,blink,chase,385.33,271.94,1.27
"(3, 5)","(2, 5)",2.6342086791992188,blink,chase,288.0,288.0,1.0
"(2, 5)","(3, 3)",1.6669538021087646,blink,chase,587.44,261.89,1.7
"(3, 3)","(2, 3)",10.675642013549805,blink,chase,288.0,288.0,1.0
"(2, 3)","(1, 3)",2.015647649765014,blink,chase,288.0,288.0,1.0
"(1, 3)","(3, 4)",1.912977695465088,blink,chase,630.33,281.67,1.7
"(3, 4)","(1, 4)",1.6040160655975342,blink,chase,576.0,288.0,1.58
"(1, 4)","(3, 5)",13.322783946990969,head_turn,memory,630.33,281.67,1.7
"(3, 5)","(2, 3)",7.286436319351196,head_turn,memory,587.44,261.89,1.7
"(2, 3)","(3, 4)",7.571487903594971,head_turn,memory,385.33,271.94,1.27
"(3, 4)","(1, 3)",5.554354906082153,head_turn,memory,630.33,281.67,1.7
"(1, 3)","(1, 5)",4.433761358261108,head_turn,memory,512.0,255.0,1.59
"(1, 5)","(2, 4)",6.870124578475952,head_turn,memory,385.33,271.94,1.27
"(2, 4)","(3, 5)",6.936961174011231,head_turn,memory,385.33,271.94,1.27
"(3, 5)","(1, 4)",4.817895412445068,head_turn,memory,630.33,281.67,1.7
"(1, 4)","(1, 5)",4.333001375198364,head_turn,memory,256.0,255.0,1.0
"(1, 5)","(3, 3)",3.282722949981689,head_turn,memory,770.66,271.94,1.94
"(3, 3)","(2, 4)",4.001733303070068,head_turn,memory,385.33,271.94,1.27
"(2, 4)","(2, 3)",5.784522533416748,head_turn,memory,256.0,255.0,1.0
"(2, 3)","(3, 3)",4.018058776855469,head_turn,memory,288.0,288.0,1.0
